,ReleaseDate,TaxID,ScientificName,species_tax_id,class_tax_id,strain_tax_id,species,LibraryLayout,Platform,Model,Run,SRAStudy,BioProject,ProjectID,Sample,BioSample,Submission,LibraryStrategy,LibrarySelection,LibrarySource,Body_Site,CenterName,InsertSize,InsertDev,SRA ID,GEO Series,GEO Sample,PMID,Biosample ID,biosample_strain,biosample_genotype,reference_sequence,project_name,condition_name,reference_condition,strain_description,base_media,carbon_source,nitrogen_source,aerobicity,supplement,temperature,pH,growth_phase,OD,additional_notes,ScientificName_curated,Host,Knockout,Other_available_omics,Biological_replicate,Technical_replicate,SampleID,R1,R2,passed_fastqc,passed_reads_mapped_to_CDS,passed_global_correlation,full_name,passed_similar_replicates,passed_number_replicates
SRX7514158,1/7/20 14:27,588858,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,588858,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR10843531,SRP239815,PRJNA599397,599397,SRS5919903,SAMN02604137,SRA1021457,RNA-Seq,cDNA,TRANSCRIPTOMIC,,KAZAN INSTITUTE OF BIOCHEMISTRY AND BIOPHYSICS RAS,0,0,9810538,,,32140513,2604137,14028S,wild type,NC_016856.1;NC_016855.1,novobiocin,0_Novobiocin_0min,0_Novobiocin_0min,WT,LB,,,Aerobic,,37C,,mid-log,0.6(A600),,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,,WT,,3.0,1,0_N_0min_3,,,True,True,True,novobiocin:0_Novobiocin_0min,True,True
SRX7514163,1/7/20 14:27,588858,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,588858,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR10843526,SRP239815,PRJNA599397,599397,SRS5919903,SAMN02604137,SRA1021457,RNA-Seq,cDNA,TRANSCRIPTOMIC,,KAZAN INSTITUTE OF BIOCHEMISTRY AND BIOPHYSICS RAS,0,0,9810543,,,32140513,2604137,14028S,wild type,NC_016856.1;NC_016855.1,novobiocin,100_Novobiocin_60min,0_Novobiocin_0min,WT,LB,,,Aerobic,,37C,,mid-log,0.6(A600),,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,,WT,,2.0,1,100_N_60min_2,,,True,True,True,novobiocin:100_Novobiocin_60min,True,True
ERX1045659,8/18/15 5:44,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,ERR968681,ERP011094,PRJEB9939,293185,ERS795630,SAMEA3488481,ERA459745,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,,UB Next-Generation Sequencing and Expression Analysis Core,0,0,1681349,,,27601571,3998210,delta STM14_3465,pBAD24-STM14_3465,NC_016856.1;NC_016855.1,7TF,hilC,WT,hilC,LB,,,Aerobic,,37C,,,,hilC deletion and overexpression,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,,hilC,ChIP-Seq,2.0,1,hilC_2,,,True,True,True,7TF:hilC,True,True
SRX3456066,2/13/19 18:02,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR6360004,SRP126360,PRJNA421560,421560,SRS2744763,SAMN08146615,SRA637071,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4814933,GSE107835,GSM2881313,30682134,8146615,14028s,wild type,NC_016856.1;NC_016855.1,csrA,2.5min_LB_WT,0min_LB_WT,WT,LB,,,Aerobic,,37C,,mid-log,0.5,,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,Human,WT,,2.0,1,2.5min_LB_WT_2,,,True,True,True,csrA:2.5min_LB_WT,True,True
SRX3139264,7/14/19 10:54,588858,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,588858,Salmonella enterica,PAIRED,ILLUMINA,NextSeq 500,SRR5983260,SRP116291,PRJNA400368,400368,SRS2472143,SAMN07566986,SRA603230,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4435038,GSE103153,GSM2756208,31346161,7566986,14028S,wild type,NC_016856.1;NC_016855.1,mgtC,empty_pUH21,empty_pUH21,wild type,N-minimal,,,Aerobic,"0.1% casamino acids, 38 mM glycerol,10 mM Mg2+",37C,7.7,log,,N-minimal medium containing 0.5 mM Mg2+ and 0.25 mM IPTG to induce mgtC expression,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,,WT,,1.0,1,WT_1,,,True,True,True,mgtC:empty_pUH21,True,True
SRX1462103,2/2/16 0:00,59201,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,59201,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR2972892,SRP066926,PRJNA304665,304665,SRS1189535,SAMN04305948,SRA314642,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,"UNIVERSITY OF CALIFORNIA, IRVINE",300,100,2066884,,,26857569,4305948,Typhimurium,,NC_016856.1;NC_016855.1,14028S_paratyphiA,37C_log,37C_log,2,,,,,,37C,,log,,,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,,,,2.0,1,37C_log_2,,,True,True,True,14028S_paratyphiA:37C_log,True,True
SRX1462105,2/2/16 0:00,59201,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,59201,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR2973264,SRP066926,PRJNA304665,304665,SRS1189537,SAMN04305955,SRA314642,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,"UNIVERSITY OF CALIFORNIA, IRVINE",300,100,2066886,,,26857569,4305955,Typhimurium,,NC_016856.1;NC_016855.1,14028S_paratyphiA,42C_log,37C_log,2,,,,,,42C,,log,,,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,,,,2.0,1,42C_log_2,,,True,True,True,14028S_paratyphiA:42C_log,True,True
SRX8370457,2020-05-21 16:32:35,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,NextSeq 500,SRR11819507,SRP262500,PRJNA634123,634123,SRS6685742,SAMN14984204,SRA1077628,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,10887654,GSE150943,GSM4561646,,14984204,14028S,wild type,NC_016856.1;NC_016855.1,Nontyphoidal_comparisons,rep,rep,,LB,,,Aerobic,,37C,,Late-log,,,Salmonella enterica subsp. enterica serovar Typhimurium str. ATCC 14028s,,,,2.0,1,rep2,,,True,True,True,Nontyphoidal_comparisons:rep,True,True
SRX976344,4/7/15 12:49,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR1950216;SRR1950217;SRR1950218,SRP056892,PRJNA280002,280002,SRS891495,SAMN03453224,SRA249497,RNA-Seq,size fractionation,TRANSCRIPTOMIC,,VACCINE AND INFECTIOUS DISEASE ORGANIZATION,75,0,1419692,,,25824832,3453224,ATCC 14028s,wild type,NC_016856.1;NC_016855.1,csgD,WT_aggregate_TP4,WT_planktonic_TP1,WT,LB,,,Aerobic,,37C,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. ATCC 14028s,,WT,,1.0,3 total,WT_aggregate_TP4,,,True,True,True,csgD:WT_aggregate_TP4,False,True
SRX976475,4/7/15 12:49,59201,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,59201,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR1950261;SRR1950262;SRR1950263,SRP056892,PRJNA280002,280002,SRS891588,SAMN03453228,SRA249497,RNA-Seq,size fractionation,TRANSCRIPTOMIC,,VACCINE AND INFECTIOUS DISEASE ORGANIZATION,75,0,1419823,,,25824832,3453228,ATCC14028s,with csgD promoter luciferase reporter,NC_016856.1;NC_016855.1,csgD,PcsgD_aggregate_lux_TP4,WT_planktonic_TP1,PcsgD,LB,,,Aerobic,,37C,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. ATCC 14028s,,,,1.0,3 total,PcsgD_aggregate_lux_TP4,,,True,True,True,csgD:PcsgD_aggregate_lux_TP4,False,True
ERX1045663,8/18/15 5:44,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,ERR968683,ERP011094,PRJEB9939,293185,ERS795634,SAMEA3488485,ERA459745,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,,UB Next-Generation Sequencing and Expression Analysis Core,0,0,1681353,,,27601571,3998214,14028s wild type,pBAD24,NC_016856.1;NC_016855.1,7TF,WT,WT,WT,LB,,,Aerobic,,37C,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,,WT,ChIP-Seq,4.0,1,WT_4,,,True,True,True,7TF:WT,True,True
ERX2173641,9/20/17 2:59,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,ERR2116783,ERP104253,PRJEB22568,407910,ERS1913027,SAMEA104288049,ERA1087704,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,,UB Next-Generation Sequencing and Expression Analysis Core,0,0,4503918,,,29476659,7673646,,rpoF deletion,NC_016856.1;NC_016855.1,fliA,del_rpoF,WT,del_rpoF,LB,,,Aerobic,,37C,,,0.5-0.7,,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,,rpoF,,1.0,1,del_rpoF_1,,,True,True,True,fliA:del_rpoF,True,True
ERX1045668,8/18/15 5:45,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,ERR968711,ERP011094,PRJEB9939,293185,ERS795639,SAMEA3488490,ERA459745,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,,UB Next-Generation Sequencing and Expression Analysis Core,0,0,1681358,,,27601571,3998219,delta STM14_3474,pBAD24,NC_016856.1;NC_016855.1,7TF,del_hilD,WT,del_hilD,LB,,,Aerobic,,37C,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,,hilD,ChIP-Seq,1.0,1,del_hilD_1,,,True,True,True,7TF:del_hilD,True,True
SRX3456092,2/13/19 18:02,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR6360030,SRP126360,PRJNA421560,421560,SRS2744789,SAMN08146634,SRA637071,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4814959,GSE107835,GSM2881339,30682134,8146634,14028s,csrA:: (markerless deletion of CDS after 51st codon),NC_016856.1;NC_016855.1,csrA,5min_mLPM_csrA,0min_LB_WT,csrA mutant,mLPM,,,Aerobic,,37C,5.8,mid-log,0.3,mLPM favors SPI-2 expression,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,Human,csrA mutant,,1.0,1,5min_mLPM_csrA_1,,,True,True,True,csrA:5min_mLPM_csrA,True,True
ERX1045689,8/18/15 5:45,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,ERR968696,ERP011094,PRJEB9939,293185,ERS795660,SAMEA3488511,ERA459745,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,,UB Next-Generation Sequencing and Expression Analysis Core,0,0,1681379,,,27601571,3998240,delta STM14_5188,pBAD24,NC_016856.1;NC_016855.1,7TF,rtsA,WT,rtsA,LB,,,Aerobic,,37C,,,,rtsA deletion and overexpression,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,,rtsA,ChIP-Seq,2.0,1,rtsA_2,,,True,True,True,7TF:rtsA,True,True
SRX7476245,12/30/19 5:05,588858,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,588858,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR10802368,SRP239035,PRJNA554270,554270,SRS5919903,SAMN02604137,SRA1017641,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,KAZAN INSTITUTE OF BIOCHEMISTRY AND BIOPHYSICS RAS,0,0,9771435,,,,2604137,14028S,wild type,NC_016856.1;NC_016855.1,starvation,Low_24h,Glucose_6h,WT,AB,None,NH4Cl,Anaerobic,"mineral carbon  and  phosphorus  deficient  AB  medium  containing  1.0 g/L  NH4Cl;  0.62  g/L MgSO4 ×  7H2O;  0.15  g/L  KCl;  0.013  g/L  CaCl2 ×  2H2O;  0.005  g/L  FeSO4 ×  7H2O,  pH – 5.5",28C,5.5,growth,,https://www.sciencedirect.com/science/article/pii/S2352340920309021#tbl0002,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,,WT,,2.0,1,Low_24h_2,,,True,True,True,starvation:Low_24h,True,True
ERX1045685,8/18/15 5:45,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,ERR968707,ERP011094,PRJEB9939,293185,ERS795656,SAMEA3488507,ERA459745,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,,UB Next-Generation Sequencing and Expression Analysis Core,0,0,1681375,,,27601571,3998236,delta STM14_3498,pBAD24-STM14_3498,NC_016856.1;NC_016855.1,7TF,invF,WT,invF,LB,,,Aerobic,,37C,,,,invF deletion and overexpression,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,,invF,ChIP-Seq,1.0,1,invF_1,,,True,True,True,7TF:invF,True,True
SRX1816861,9/17/18 16:22,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,NextSeq 500,SRR3621126,SRP076025,PRJNA324247,324247,SRS1479620,SAMN05199038,SRA430479,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,2597724,GSE82167,GSM2185211,30201777,5199038,14028S,wildtype,NC_016856.1;NC_016855.1,MMC,WT_3mM_MMC,WT_No_treatment,WT,MOPS,,,Aerobic,"ampicillin, 80/50; kanamycin, 50/50; tetracycline, 10/10",37C,,mid-log,0.4,,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,Human,WT,,2.0,1,WT_MMC_2,,,True,True,True,MMC:WT_3mM_MMC,True,True
SRX3456075,2/13/19 18:02,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR6360013,SRP126360,PRJNA421560,421560,SRS2744772,SAMN08146625,SRA637071,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4814942,GSE107835,GSM2881322,30682134,8146625,14028s,csrA:: (markerless deletion of CDS after 51st codon),NC_016856.1;NC_016855.1,csrA,0min_LB_csrA,0min_LB_WT,csrA mutant,LB,,,Aerobic,,37C,,mid-log,0.5,,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,Human,csrA mutant,,2.0,1,0min_LB_csrA_2,,,True,True,True,csrA:0min_LB_csrA,True,True
SRX3456098,2/13/19 18:02,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR6360036,SRP126360,PRJNA421560,421560,SRS2744795,SAMN08146628,SRA637071,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4814965,GSE107835,GSM2881345,30682134,8146628,14028s,csrA:: (markerless deletion of CDS after 51st codon),NC_016856.1;NC_016855.1,csrA,15min_mLPM_csrA,0min_LB_WT,csrA mutant,mLPM,,,Aerobic,,37C,5.8,mid-log,0.3,mLPM favors SPI-2 expression,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,Human,csrA mutant,,2.0,1,15min_mLPM_csrA_2,,,True,True,True,csrA:15min_mLPM_csrA,True,True
SRX1816872,9/17/18 16:22,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,NextSeq 500,SRR3621137,SRP076025,PRJNA324247,324247,SRS1479631,SAMN05199049,SRA430479,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,2597735,GSE82167,GSM2185222,30201777,5199049,14028S,rsr,NC_016856.1;NC_016855.1,MMC,del_rsr_3mM_MMC,WT_No_treatment,del_rsr,MOPS,,,Aerobic,"ampicillin, 80/50; kanamycin, 50/50; tetracycline, 10/10",37C,,mid-log,0.4,,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,Human,rsr,,1.0,1,del_rsr_MMC_1,,,True,True,True,MMC:del_rsr_3mM_MMC,True,True
SRX7514169,1/7/20 14:24,588858,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,588858,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR10843520,SRP239815,PRJNA599397,599397,SRS5919903,SAMN02604137,SRA1021457,RNA-Seq,cDNA,TRANSCRIPTOMIC,,KAZAN INSTITUTE OF BIOCHEMISTRY AND BIOPHYSICS RAS,0,0,9810549,,,32140513,2604137,14028S,wild type,NC_016856.1;NC_016855.1,novobiocin,500_Novobiocin_20min,0_Novobiocin_0min,WT,LB,,,Aerobic,,37C,,mid-log,0.6(A600),,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,,WT,,1.0,1,500_N_20min_1,,,True,True,True,novobiocin:500_Novobiocin_20min,True,True
ERX1045683,8/18/15 5:45,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,ERR968689,ERP011094,PRJEB9939,293185,ERS795654,SAMEA3488505,ERA459745,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,,UB Next-Generation Sequencing and Expression Analysis Core,0,0,1681373,,,27601571,3998234,delta STM14_3498,pBAD24-STM14_3498,NC_016856.1;NC_016855.1,7TF,invF,WT,invF,LB,,,Aerobic,,37C,,,,invF deletion and overexpression,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,,invF,ChIP-Seq,2.0,1,invF_2,,,True,True,True,7TF:invF,True,True
SRX2949968,2/16/18 16:58,588858,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,588858,Salmonella enterica,PAIRED,ILLUMINA,NextSeq 500,SRR5749729,SRP110259,PRJNA391690,391690,SRS2308436,SAMN07271144,SRA580482,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4210555,GSE100414,GSM2680537,28874555,7271144,14028S,wild type,NC_016856.1;NC_016855.1,mgtCBR,empty_pBAD18,empty_pBAD18,wild type,N-minimal,,,Aerobic,"0.1% casamino acids, 38 mM glycerol,10 mM Mg2+",37C,,log,,Treatment: 15 min in N-minimal containing 0.5 mM Mg2+ and 10 mM l-arabinose. ,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,,WT,,2.0,1,WT_2,,,True,True,True,mgtCBR:empty_pBAD18,True,True
ERX1045680,8/18/15 5:45,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,ERR968704,ERP011094,PRJEB9939,293185,ERS795651,SAMEA3488502,ERA459745,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,,UB Next-Generation Sequencing and Expression Analysis Core,0,0,1681370,,,27601571,3998231,delta STM14_3463,pBAD24-STM14_3463,NC_016856.1;NC_016855.1,7TF,sprB,WT,sprB,LB,,,Aerobic,,37C,,,,sprB deletion and overexpression,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,,sprB,ChIP-Seq,1.0,1,sprB_1,,,True,True,True,7TF:sprB,True,True
SRX976473,4/7/15 12:49,59201,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,59201,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR1950248;SRR1950249;SRR1950254,SRP056892,PRJNA280002,280002,SRS891588,SAMN03453228,SRA249497,RNA-Seq,size fractionation,TRANSCRIPTOMIC,,VACCINE AND INFECTIOUS DISEASE ORGANIZATION,75,0,1419821,,,25824832,3453228,ATCC14028s,with csgD promoter luciferase reporter,NC_016856.1;NC_016855.1,csgD,PcsgD_aggregate_lux_TP2,WT_planktonic_TP1,PcsgD,LB,,,Aerobic,,37C,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. ATCC 14028s,,,,1.0,3 total,PcsgD_aggregate_lux_TP2,,,True,True,True,csgD:PcsgD_aggregate_lux_TP2,False,True
SRX3456096,2/13/19 18:02,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR6360034,SRP126360,PRJNA421560,421560,SRS2744793,SAMN08146630,SRA637071,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4814963,GSE107835,GSM2881343,30682134,8146630,14028s,csrA:: (markerless deletion of CDS after 51st codon),NC_016856.1;NC_016855.1,csrA,5min_mLPM_csrA,0min_LB_WT,csrA mutant,mLPM,,,Aerobic,,37C,5.8,mid-log,0.3,mLPM favors SPI-2 expression,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,Human,csrA mutant,,2.0,1,5min_mLPM_csrA_2,,,True,True,True,csrA:5min_mLPM_csrA,True,True
SRX3139266,7/14/19 10:54,588858,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,588858,Salmonella enterica,PAIRED,ILLUMINA,NextSeq 500,SRR5983262,SRP116291,PRJNA400368,400368,SRS2472351,SAMN07566984,SRA603230,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4435040,GSE103153,GSM2756210,31346161,7566984,14028S,mgtC overexpression,NC_016856.1;NC_016855.1,mgtC,pUH_mgtC,empty_pUH21,mgtC_overexpression,N-minimal,,,Aerobic,"0.1% casamino acids, 38 mM glycerol,10 mM Mg2+",37C,7.7,log,,N-minimal medium containing 0.5 mM Mg2+ and 0.25 mM IPTG to induce mgtC expression,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,,,,1.0,1,mgtC_over_1,,,True,True,True,mgtC:pUH_mgtC,True,True
SRX3456068,2/13/19 18:02,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR6360006,SRP126360,PRJNA421560,421560,SRS2744765,SAMN08146613,SRA637071,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4814935,GSE107835,GSM2881315,30682134,8146613,14028s,wild type,NC_016856.1;NC_016855.1,csrA,10min_LB_WT,0min_LB_WT,WT,LB,,,Aerobic,,37C,,mid-log,0.5,,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,Human,WT,,2.0,1,10min_LB_WT_2,,,True,True,True,csrA:10min_LB_WT,True,True
SRX7476253,12/30/19 5:05,588858,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,588858,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR10802360,SRP239035,PRJNA554270,554270,SRS5919903,SAMN02604137,SRA1017641,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,KAZAN INSTITUTE OF BIOCHEMISTRY AND BIOPHYSICS RAS,0,0,9771443,,,,2604137,14028S,wild type,NC_016856.1;NC_016855.1,starvation,Glucose_24h,Glucose_6h,WT,AB,Glucose,NH4Cl,Anaerobic,"mineral carbon  and  phosphorus  deficient  AB  medium  containing  1.0 g/L  NH4Cl;  0.62  g/L MgSO4 ×  7H2O;  0.15  g/L  KCl;  0.013  g/L  CaCl2 ×  2H2O;  0.005  g/L  FeSO4 ×  7H2O,  pH – 5.5",28C,5.5,stationary,,https://www.sciencedirect.com/science/article/pii/S2352340920309021#tbl0002,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,,WT,,2.0,1,Glucose_24h_2,,,True,True,True,starvation:Glucose_24h,True,True
SRX3139265,7/14/19 10:54,588858,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,588858,Salmonella enterica,PAIRED,ILLUMINA,NextSeq 500,SRR5983261,SRP116291,PRJNA400368,400368,SRS2472352,SAMN07566985,SRA603230,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4435039,GSE103153,GSM2756209,31346161,7566985,14028S,wild type,NC_016856.1;NC_016855.1,mgtC,empty_pUH21,empty_pUH21,wild type,N-minimal,,,Aerobic,"0.1% casamino acids, 38 mM glycerol,10 mM Mg2+",37C,7.7,log,,N-minimal medium containing 0.5 mM Mg2+ and 0.25 mM IPTG to induce mgtC expression,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,,WT,,2.0,1,WT_2,,,True,True,True,mgtC:empty_pUH21,True,True
SRX1816862,9/17/18 16:22,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,NextSeq 500,SRR3621127,SRP076025,PRJNA324247,324247,SRS1479621,SAMN05199039,SRA430479,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,2597725,GSE82167,GSM2185212,30201777,5199039,14028S,wildtype,NC_016856.1;NC_016855.1,MMC,WT_3mM_MMC,WT_No_treatment,WT,MOPS,,,Aerobic,"ampicillin, 80/50; kanamycin, 50/50; tetracycline, 10/10",37C,,mid-log,0.4,,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,Human,WT,,3.0,1,WT_MMC_3,,,True,True,True,MMC:WT_3mM_MMC,True,True
SRX4029142,11/17/18 11:42,588858,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,588858,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR7100801,SRP144428,PRJNA454802,454802,SRS3248748,SAMN09041741,SRA699121,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5502993,GSE113988,GSM3127887,30373755,9041741,14028S,wild type,NC_016856.1;NC_016855.1,flagellum,WT,WT,WT,LB,,,Aerobic,,37C,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,,WT,,2.0,1,flagellum_wt_2,,,True,True,True,flagellum:WT,True,True
SRX3456060,2/13/19 18:02,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR6359998,SRP126360,PRJNA421560,421560,SRS2744757,SAMN08146621,SRA637071,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4814927,GSE107835,GSM2881307,30682134,8146621,14028s,wild type,NC_016856.1;NC_016855.1,csrA,0min_LB_WT,0min_LB_WT,WT,LB,,,Aerobic,,37C,,mid-log,0.5,,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,Human,WT,,1.0,1,0min_LB_WT_1,,,True,True,True,csrA:0min_LB_WT,True,True
