Experiment,ReleaseDate,TaxID,ScientificName,species_tax_id,class_tax_id,strain_tax_id,species,LibraryLayout,Platform,Model,Run,SRAStudy,BioProject,ProjectID,Sample,BioSample,Submission,LibraryStrategy,LibrarySelection,LibrarySource,Body_Site,CenterName,InsertSize,InsertDev,SRA ID,GEO Series,GEO Sample,PMID,Biosample ID,biosample_strain,biosample_genotype,reference_sequence,project_name,condition_name,strain_description,base_media,carbon_source,nitrogen_source,aerobicity,supplement,temperature,pH,growth_phase,OD,additional_notes,Host,ScientificNameCurated,Biosample,R1,R2
SRX6747387,1/31/20 0:00,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 1500,SRR10009124,SRP218513,PRJNA560458,560458,SRS5297639,SAMN12593627,SRA945932,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,,FRIEDRICH-LOEFFLER-INSTITUT,0,0,8888318,,,,12593627,serovar Typhimurium,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,,,
SRX6747388,1/31/20 0:00,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 1500,SRR10009123,SRP218513,PRJNA560458,560458,SRS5297640,SAMN12593628,SRA945932,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,,FRIEDRICH-LOEFFLER-INSTITUT,0,0,8888319,,,,12593628,serovar Typhimurium,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,,,
SRX6747389,1/31/20 0:00,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 1500,SRR10009122,SRP218513,PRJNA560458,560458,SRS5297641,SAMN12593629,SRA945932,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,,FRIEDRICH-LOEFFLER-INSTITUT,0,0,8888320,,,,12593629,serovar Typhimurium,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,,,
SRX6761281,9/20/19 0:22,59201,Salmonella enterica subsp. enterica serovar Enteritidis PT1,28901,1236,59201,Salmonella enterica,SINGLE,ILLUMINA,NextSeq 500,SRR10024242,SRP219371,PRJNA562137,562137,SRS5309875,SAMN12634800,SRA949170,RNA-Seq,cDNA,TRANSCRIPTOMIC,,"AARHUS UNIVERSITY, DENMARK",0,0,8905817,,,,12634800,PT1,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Enteritidis PT1,,,
SRX6761282,9/20/19 0:22,59201,Salmonella enterica subsp. enterica serovar Enteritidis PT1,28901,1236,59201,Salmonella enterica,SINGLE,ILLUMINA,NextSeq 500,SRR10024241,SRP219371,PRJNA562137,562137,SRS5309876,SAMN12634803,SRA949170,RNA-Seq,cDNA,TRANSCRIPTOMIC,,"AARHUS UNIVERSITY, DENMARK",0,0,8905818,,,,12634803,PT1,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Enteritidis PT1,,,
SRX6761283,9/20/19 0:22,59201,Salmonella enterica subsp. enterica serovar Enteritidis PT1,28901,1236,59201,Salmonella enterica,SINGLE,ILLUMINA,NextSeq 500,SRR10024240,SRP219371,PRJNA562137,562137,SRS5309877,SAMN12634806,SRA949170,RNA-Seq,cDNA,TRANSCRIPTOMIC,,"AARHUS UNIVERSITY, DENMARK",0,0,8905819,,,,12634806,PT1,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Enteritidis PT1,,,
SRX6789992,1/20/20 22:26,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,SINGLE,ILLUMINA,NextSeq 500,SRR10056089,SRP220267,PRJNA563323,563323,SRS5345952,SAMN12672542,SRA954632,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,8939771,GSE136717,GSM4056571,32071273,12672542,SL1344,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,,
SRX6790002,1/20/20 22:26,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,SINGLE,ILLUMINA,NextSeq 500,SRR10056099,SRP220267,PRJNA563323,563323,SRS5345962,SAMN12672532,SRA954632,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,8939781,GSE136717,GSM4056581,32071273,12672532,SL1344,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,,
SRX6895300,9/26/19 16:27,149539,Salmonella enterica subsp. enterica serovar Enteritidis str. P125109,28901,1236,149539,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR10173796,SRP223088,PRJNA573907,573907,SRS5428145,SAMN12830366,SRA967420,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,9072644,GSE137933,GSM4094618,,12830366,,Wild type,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Enteritidis str. P125109,,,
SRX6895301,9/26/19 16:27,149539,Salmonella enterica subsp. enterica serovar Enteritidis str. P125109,28901,1236,149539,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR10173797,SRP223088,PRJNA573907,573907,SRS5428146,SAMN12830367,SRA967420,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,9072645,GSE137933,GSM4094619,,12830367,,Wild type,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Enteritidis str. P125109,,,
SRX6895302,9/26/19 16:27,149539,Salmonella enterica subsp. enterica serovar Enteritidis str. P125109,28901,1236,149539,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR10173798,SRP223088,PRJNA573907,573907,SRS5428147,SAMN12830365,SRA967420,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,9072646,GSE137933,GSM4094620,,12830365,,Wild type,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Enteritidis str. P125109,,,
SRX6895303,9/26/19 16:27,149539,Salmonella enterica subsp. enterica serovar Enteritidis str. P125109,28901,1236,149539,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR10173799,SRP223088,PRJNA573907,573907,SRS5428148,SAMN12830364,SRA967420,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,9072647,GSE137933,GSM4094621,,12830364,,Wild type,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Enteritidis str. P125109,,,
SRX6895304,9/26/19 16:27,149539,Salmonella enterica subsp. enterica serovar Enteritidis str. P125109,28901,1236,149539,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR10173800,SRP223088,PRJNA573907,573907,SRS5428149,SAMN12830363,SRA967420,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,9072648,GSE137933,GSM4094622,,12830363,,Wild type,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Enteritidis str. P125109,,,
SRX6895305,9/26/19 16:27,149539,Salmonella enterica subsp. enterica serovar Enteritidis str. P125109,28901,1236,149539,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR10173801,SRP223088,PRJNA573907,573907,SRS5428150,SAMN12830362,SRA967420,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,9072649,GSE137933,GSM4094623,,12830362,,Wild type,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Enteritidis str. P125109,,,
SRX6895306,9/26/19 16:27,149539,Salmonella enterica subsp. enterica serovar Enteritidis str. P125109,28901,1236,149539,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR10173802,SRP223088,PRJNA573907,573907,SRS5428151,SAMN12830361,SRA967420,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,9072650,GSE137933,GSM4094624,,12830361,,Isogenic yccT mutant,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Enteritidis str. P125109,,,
SRX6895307,9/26/19 16:27,149539,Salmonella enterica subsp. enterica serovar Enteritidis str. P125109,28901,1236,149539,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR10173803,SRP223088,PRJNA573907,573907,SRS5428152,SAMN12830360,SRA967420,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,9072651,GSE137933,GSM4094625,,12830360,,Isogenic yccT mutant,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Enteritidis str. P125109,,,
SRX6895308,9/26/19 16:27,149539,Salmonella enterica subsp. enterica serovar Enteritidis str. P125109,28901,1236,149539,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR10173804,SRP223088,PRJNA573907,573907,SRS5428153,SAMN12830359,SRA967420,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,9072652,GSE137933,GSM4094626,,12830359,,Isogenic yccT mutant,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Enteritidis str. P125109,,,
SRX6895309,9/26/19 16:27,149539,Salmonella enterica subsp. enterica serovar Enteritidis str. P125109,28901,1236,149539,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR10173805,SRP223088,PRJNA573907,573907,SRS5428154,SAMN12830358,SRA967420,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,9072653,GSE137933,GSM4094627,,12830358,,Isogenic yccT mutant,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Enteritidis str. P125109,,,
SRX6895310,9/26/19 16:27,149539,Salmonella enterica subsp. enterica serovar Enteritidis str. P125109,28901,1236,149539,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR10173806,SRP223088,PRJNA573907,573907,SRS5428155,SAMN12830357,SRA967420,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,9072654,GSE137933,GSM4094628,,12830357,,Isogenic yccT mutant,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Enteritidis str. P125109,,,
SRX6895311,9/26/19 16:27,149539,Salmonella enterica subsp. enterica serovar Enteritidis str. P125109,28901,1236,149539,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR10173807,SRP223088,PRJNA573907,573907,SRS5428156,SAMN12830356,SRA967420,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,9072655,GSE137933,GSM4094629,,12830356,,Isogenic yccT mutant,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Enteritidis str. P125109,,,
SRX6895312,9/26/19 16:27,149539,Salmonella enterica subsp. enterica serovar Enteritidis str. P125109,28901,1236,149539,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR10173808,SRP223089,PRJNA573909,573909,SRS5428157,SAMN12830408,SRA967421,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,9072656,GSE137932,GSM4094606,,12830408,,Wild type,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Enteritidis str. P125109,,,
SRX6895313,9/26/19 16:27,149539,Salmonella enterica subsp. enterica serovar Enteritidis str. P125109,28901,1236,149539,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR10173809,SRP223089,PRJNA573909,573909,SRS5428158,SAMN12830353,SRA967421,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,9072657,GSE137932,GSM4094607,,12830353,,Wild type,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Enteritidis str. P125109,,,
SRX6895314,9/26/19 16:27,149539,Salmonella enterica subsp. enterica serovar Enteritidis str. P125109,28901,1236,149539,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR10173810,SRP223089,PRJNA573909,573909,SRS5428159,SAMN12830352,SRA967421,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,9072658,GSE137932,GSM4094608,,12830352,,Wild type,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Enteritidis str. P125109,,,
SRX6895315,9/26/19 16:27,149539,Salmonella enterica subsp. enterica serovar Enteritidis str. P125109,28901,1236,149539,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR10173811,SRP223089,PRJNA573909,573909,SRS5428160,SAMN12830351,SRA967421,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,9072659,GSE137932,GSM4094609,,12830351,,Isogenic cpxR mutant,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Enteritidis str. P125109,,,
SRX6895316,9/26/19 16:27,149539,Salmonella enterica subsp. enterica serovar Enteritidis str. P125109,28901,1236,149539,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR10173812,SRP223089,PRJNA573909,573909,SRS5428161,SAMN12830350,SRA967421,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,9072660,GSE137932,GSM4094610,,12830350,,Wild type,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Enteritidis str. P125109,,,
SRX6895317,9/26/19 16:27,149539,Salmonella enterica subsp. enterica serovar Enteritidis str. P125109,28901,1236,149539,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR10173813,SRP223089,PRJNA573909,573909,SRS5428162,SAMN12830349,SRA967421,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,9072661,GSE137932,GSM4094611,,12830349,,Isogenic cpxR mutant,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Enteritidis str. P125109,,,
SRX6895318,9/26/19 16:27,149539,Salmonella enterica subsp. enterica serovar Enteritidis str. P125109,28901,1236,149539,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR10173814,SRP223089,PRJNA573909,573909,SRS5428163,SAMN12830348,SRA967421,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,9072662,GSE137932,GSM4094612,,12830348,,Isogenic cpxR mutant,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Enteritidis str. P125109,,,
SRX6895319,9/26/19 16:27,149539,Salmonella enterica subsp. enterica serovar Enteritidis str. P125109,28901,1236,149539,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR10173815,SRP223089,PRJNA573909,573909,SRS5428164,SAMN12830347,SRA967421,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,9072663,GSE137932,GSM4094613,,12830347,,Isogenic cpxR mutant,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Enteritidis str. P125109,,,
SRX6895320,9/26/19 16:27,149539,Salmonella enterica subsp. enterica serovar Enteritidis str. P125109,28901,1236,149539,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR10173816,SRP223089,PRJNA573909,573909,SRS5428165,SAMN12830346,SRA967421,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,9072664,GSE137932,GSM4094614,,12830346,,Isogenic cpxR mutant,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Enteritidis str. P125109,,,
SRX6895321,9/26/19 16:27,149539,Salmonella enterica subsp. enterica serovar Enteritidis str. P125109,28901,1236,149539,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR10173817,SRP223089,PRJNA573909,573909,SRS5428166,SAMN12830345,SRA967421,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,9072665,GSE137932,GSM4094615,,12830345,,Isogenic cpxR mutant,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Enteritidis str. P125109,,,
SRX6895322,9/26/19 16:27,149539,Salmonella enterica subsp. enterica serovar Enteritidis str. P125109,28901,1236,149539,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR10173818,SRP223089,PRJNA573909,573909,SRS5428167,SAMN12830344,SRA967421,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,9072666,GSE137932,GSM4094616,,12830344,,Wild type,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Enteritidis str. P125109,,,
SRX6895323,9/26/19 16:27,149539,Salmonella enterica subsp. enterica serovar Enteritidis str. P125109,28901,1236,149539,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR10173819,SRP223089,PRJNA573909,573909,SRS5428168,SAMN12830343,SRA967421,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,9072667,GSE137932,GSM4094617,,12830343,,Wild type,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Enteritidis str. P125109,,,
SRX7476244,12/30/19 5:05,588858,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,588858,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR10802369,SRP239035,PRJNA554270,554270,SRS5919903,SAMN02604137,SRA1017641,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,KAZAN INSTITUTE OF BIOCHEMISTRY AND BIOPHYSICS RAS,0,0,9771434,,,,2604137,14028S,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,,,
SRX7476245,12/30/19 5:05,588858,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,588858,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR10802368,SRP239035,PRJNA554270,554270,SRS5919903,SAMN02604137,SRA1017641,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,KAZAN INSTITUTE OF BIOCHEMISTRY AND BIOPHYSICS RAS,0,0,9771435,,,,2604137,14028S,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,,,
SRX7476246,12/30/19 5:05,588858,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,588858,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR10802367,SRP239035,PRJNA554270,554270,SRS5919903,SAMN02604137,SRA1017641,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,KAZAN INSTITUTE OF BIOCHEMISTRY AND BIOPHYSICS RAS,0,0,9771436,,,,2604137,14028S,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,,,
SRX7476247,12/30/19 5:05,588858,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,588858,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR10802366,SRP239035,PRJNA554270,554270,SRS5919903,SAMN02604137,SRA1017641,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,KAZAN INSTITUTE OF BIOCHEMISTRY AND BIOPHYSICS RAS,0,0,9771437,,,,2604137,14028S,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,,,
SRX7476248,12/30/19 5:05,588858,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,588858,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR10802365,SRP239035,PRJNA554270,554270,SRS5919903,SAMN02604137,SRA1017641,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,KAZAN INSTITUTE OF BIOCHEMISTRY AND BIOPHYSICS RAS,0,0,9771438,,,,2604137,14028S,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,,,
SRX7476249,12/30/19 5:05,588858,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,588858,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR10802364,SRP239035,PRJNA554270,554270,SRS5919903,SAMN02604137,SRA1017641,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,KAZAN INSTITUTE OF BIOCHEMISTRY AND BIOPHYSICS RAS,0,0,9771439,,,,2604137,14028S,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,,,
SRX7476250,12/30/19 5:05,588858,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,588858,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR10802363,SRP239035,PRJNA554270,554270,SRS5919903,SAMN02604137,SRA1017641,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,KAZAN INSTITUTE OF BIOCHEMISTRY AND BIOPHYSICS RAS,0,0,9771440,,,,2604137,14028S,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,,,
SRX7476251,12/30/19 5:05,588858,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,588858,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR10802362,SRP239035,PRJNA554270,554270,SRS5919903,SAMN02604137,SRA1017641,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,KAZAN INSTITUTE OF BIOCHEMISTRY AND BIOPHYSICS RAS,0,0,9771441,,,,2604137,14028S,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,,,
SRX7476252,12/30/19 5:05,588858,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,588858,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR10802361,SRP239035,PRJNA554270,554270,SRS5919903,SAMN02604137,SRA1017641,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,KAZAN INSTITUTE OF BIOCHEMISTRY AND BIOPHYSICS RAS,0,0,9771442,,,,2604137,14028S,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,,,
SRX7476253,12/30/19 5:05,588858,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,588858,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR10802360,SRP239035,PRJNA554270,554270,SRS5919903,SAMN02604137,SRA1017641,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,KAZAN INSTITUTE OF BIOCHEMISTRY AND BIOPHYSICS RAS,0,0,9771443,,,,2604137,14028S,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,,,
SRX7476254,12/30/19 5:05,588858,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,588858,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR10802359,SRP239035,PRJNA554270,554270,SRS5919903,SAMN02604137,SRA1017641,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,KAZAN INSTITUTE OF BIOCHEMISTRY AND BIOPHYSICS RAS,0,0,9771444,,,,2604137,14028S,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,,,
SRX7476255,12/30/19 5:05,588858,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,588858,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR10802358,SRP239035,PRJNA554270,554270,SRS5919903,SAMN02604137,SRA1017641,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,KAZAN INSTITUTE OF BIOCHEMISTRY AND BIOPHYSICS RAS,0,0,9771445,,,,2604137,14028S,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,,,
SRX751154,8/29/16 18:05,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR1640296,SRP049525,PRJNA266347,266347,SRS736903,SAMN03161921,SRA198294,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,1086849,GSE62986,GSM1537624,27671629,3161921,SL1344,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,,
SRX751155,8/29/16 18:05,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR1640297,SRP049525,PRJNA266347,266347,SRS736904,SAMN03161922,SRA198294,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,1086850,GSE62986,GSM1537625,27671629,3161922,SL1344,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,,
SRX751156,8/29/16 18:05,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR1640298,SRP049525,PRJNA266347,266347,SRS736905,SAMN03161917,SRA198294,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,1086851,GSE62986,GSM1537626,27671629,3161917,SL1344,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,,
SRX751157,8/29/16 18:05,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR1640299,SRP049525,PRJNA266347,266347,SRS736906,SAMN03161920,SRA198294,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,1086852,GSE62986,GSM1537627,27671629,3161920,SL1344,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,,
SRX751158,8/29/16 18:05,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR1640300,SRP049525,PRJNA266347,266347,SRS736907,SAMN03161919,SRA198294,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,1086853,GSE62986,GSM1537628,27671629,3161919,SL1344,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,,
SRX751159,8/29/16 18:05,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR1640301,SRP049525,PRJNA266347,266347,SRS736908,SAMN03161924,SRA198294,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,1086854,GSE62986,GSM1537629,27671629,3161924,SL1344,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,,
SRX751160,8/29/16 18:05,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR1640302,SRP049525,PRJNA266347,266347,SRS736909,SAMN03161918,SRA198294,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,1086855,GSE62986,GSM1537630,27671629,3161918,SL1344,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,,
SRX751161,8/29/16 18:05,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR1640303,SRP049525,PRJNA266347,266347,SRS736910,SAMN03161916,SRA198294,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,1086856,GSE62986,GSM1537631,27671629,3161916,SL1344,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,,
