,ReleaseDate,TaxID,ScientificName,species_tax_id,class_tax_id,strain_tax_id,species,LibraryLayout,Platform,Model,Run,SRAStudy,BioProject,ProjectID,Sample,BioSample,Submission,LibraryStrategy,LibrarySelection,LibrarySource,Body_Site,CenterName,InsertSize,InsertDev,SRA ID,GEO Series,GEO Sample,PMID,Biosample ID,biosample_strain,biosample_genotype,reference_sequence,project_name,condition_name,reference_condition,strain_description,base_media,carbon_source,nitrogen_source,aerobicity,supplement,temperature,pH,growth_phase,OD,additional_notes,ScientificName_curated,Host,Knockout,Other_available_omics,Biological_replicate,Technical_replicate,SampleID,R1,R2,passed_fastqc,passed_reads_mapped_to_CDS,passed_global_correlation,full_name,passed_similar_replicates,passed_number_replicates
SRX3266937,12/7/18 11:47,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,NextSeq 500,SRR6155100,SRP119688,PRJNA413814,413814,SRS2579144,SAMN07767688,SRA618137,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4584255,GSE104785,GSM2807870,30523110,7767688,SL1344,WT,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,persisters,rep,rep,WT,MgMES minimal medium,,,Aerobic,,,5,,,"MgMES: 170 mM 2-(N-morpholino)ethanesulfonic acid (MES) at pH 5.0, 5 mM KCl, 7.5 mM (NH4)2SO4, 0.5 mM K2SO4, 1 mM KH2PO4, 8mM MgCl2, 38 mM glycerol, and 0.1% casamino acids",Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,mice,WT,dual RNAseq,1,1,Rep_1,,,True,True,True,persisters:rep,True,True
SRX3266939,12/7/18 11:47,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,NextSeq 500,SRR6155102,SRP119688,PRJNA413814,413814,SRS2579146,SAMN07767686,SRA618137,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4584257,GSE104785,GSM2807872,30523110,7767686,SL1344,WT,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,persisters,rep,rep,WT,MgMES minimal medium,,,Aerobic,,,5,,,"MgMES: 170 mM 2-(N-morpholino)ethanesulfonic acid (MES) at pH 5.0, 5 mM KCl, 7.5 mM (NH4)2SO4, 0.5 mM K2SO4, 1 mM KH2PO4, 8mM MgCl2, 38 mM glycerol, and 0.1% casamino acids",Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,mice,WT,dual RNAseq,3,1,Rep_3,,,True,True,True,persisters:rep,True,True
SRX4401053,11/28/18 16:16,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,SINGLE,ILLUMINA,NextSeq 500,SRR7533115,SRP154212,PRJNA481538,481538,SRS3555581,SAMN09681858,SRA741366,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5979257,GSE117252,GSM3289918,30602583,9681858,SL1344,del_STnc540,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,proQ_pulse_expression,empty_vector,empty_vector,del_STnc540,LB,,,Aerobic,,37C,,,0.3,"Pulse-expression was induced by the addition of 0.02% (w/vol) L-arabinose in minimal SPI-2-inducing media. Ten minutes after the induction, total RNA was extracted.",Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,Human,STnc540,dual RNAseq,1,1,empty_vector_1,,,True,True,True,proQ_pulse_expression:empty_vector,True,True
SRX4401054,11/28/18 16:16,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,SINGLE,ILLUMINA,NextSeq 500,SRR7533116,SRP154212,PRJNA481538,481538,SRS3555582,SAMN09681857,SRA741366,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5979258,GSE117252,GSM3289919,30602583,9681857,SL1344,del_STnc540,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,proQ_pulse_expression,empty_vector,empty_vector,del_STnc540,LB,,,Aerobic,,37C,,,0.3,"Pulse-expression was induced by the addition of 0.02% (w/vol) L-arabinose in minimal SPI-2-inducing media. Ten minutes after the induction, total RNA was extracted.",Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,Human,STnc540,dual RNAseq,2,1,empty_vector_2,,,True,True,True,proQ_pulse_expression:empty_vector,True,True
SRX4401055,11/28/18 16:16,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,SINGLE,ILLUMINA,NextSeq 500,SRR7533117,SRP154212,PRJNA481538,481538,SRS3555583,SAMN09681856,SRA741366,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5979259,GSE117252,GSM3289920,30602583,9681856,SL1344,STnc540,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,proQ_pulse_expression,long_STnc540_overexpression,empty_vector,STnc540,LB,,,Aerobic,,37C,,,0.3,"Pulse-expression was induced by the addition of 0.02% (w/vol) L-arabinose in minimal SPI-2-inducing media. Ten minutes after the induction, total RNA was extracted.",Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,Human,STnc540,dual RNAseq,1,1,long_STnc540_overexpression_1,,,True,True,True,proQ_pulse_expression:long_STnc540_overexpression,True,True
SRX4401056,11/28/18 16:16,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,SINGLE,ILLUMINA,NextSeq 500,SRR7533118,SRP154212,PRJNA481538,481538,SRS3555584,SAMN09681855,SRA741366,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5979260,GSE117252,GSM3289921,30602583,9681855,SL1344,STnc540,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,proQ_pulse_expression,long_STnc540_overexpression,empty_vector,STnc540,LB,,,Aerobic,,37C,,,0.3,"Pulse-expression was induced by the addition of 0.02% (w/vol) L-arabinose in minimal SPI-2-inducing media. Ten minutes after the induction, total RNA was extracted.",Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,Human,STnc540,dual RNAseq,2,1,long_STnc540_overexpression_2,,,True,True,True,proQ_pulse_expression:long_STnc540_overexpression,True,True
SRX4401057,11/28/18 16:16,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,SINGLE,ILLUMINA,NextSeq 500,SRR7533119,SRP154212,PRJNA481538,481538,SRS3555585,SAMN09681854,SRA741366,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5979261,GSE117252,GSM3289922,30602583,9681854,SL1344,STnc540,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,proQ_pulse_expression,short_STnc540_overexpression,empty_vector,STnc540,LB,,,Aerobic,,37C,,,0.3,"Pulse-expression was induced by the addition of 0.02% (w/vol) L-arabinose in minimal SPI-2-inducing media. Ten minutes after the induction, total RNA was extracted.",Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,Human,STnc540,dual RNAseq,1,1,short_STnc540_overexpression_1,,,True,True,True,proQ_pulse_expression:short_STnc540_overexpression,True,True
SRX4401058,11/28/18 16:16,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,SINGLE,ILLUMINA,NextSeq 500,SRR7533120,SRP154212,PRJNA481538,481538,SRS3555586,SAMN09681853,SRA741366,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5979262,GSE117252,GSM3289923,30602583,9681853,SL1344,STnc540,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,proQ_pulse_expression,short_STnc540_overexpression,empty_vector,STnc540,LB,,,Aerobic,,37C,,,0.3,"Pulse-expression was induced by the addition of 0.02% (w/vol) L-arabinose in minimal SPI-2-inducing media. Ten minutes after the induction, total RNA was extracted.",Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,Human,STnc540,dual RNAseq,2,1,short_STnc540_overexpression_2,,,True,True,True,proQ_pulse_expression:short_STnc540_overexpression,True,True
SRX4401081,11/28/18 16:16,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,SINGLE,ILLUMINA,NextSeq 500,SRR7533143,SRP154214,PRJNA481544,481544,SRS3555611,SAMN09681891,SRA741368,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5979285,GSE117255,GSM3290001,30602583,9681891,proQ/hfq double mutant,proQ/hfq double mutant,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,proQ_virulence,dhfq_dproQ_LB,WT_LB,del_hfq-proQ,LB,,,Aerobic,,37C,,,0.3,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,hfq-proQ,dual RNAseq,1,1,dhfq_dproQ_LB_1,,,True,True,True,proQ_virulence:dhfq_dproQ_LB,True,True
SRX4401082,11/28/18 16:16,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,SINGLE,ILLUMINA,NextSeq 500,SRR7533144,SRP154214,PRJNA481544,481544,SRS3555612,SAMN09681890,SRA741368,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5979286,GSE117255,GSM3290002,30602583,9681890,proQ/hfq double mutant,proQ/hfq double mutant,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,proQ_virulence,dhfq_dproQ_LB,WT_LB,del_hfq-proQ,LB,,,Aerobic,,37C,,,0.3,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,hfq-proQ,dual RNAseq,1,2,dhfq_dproQ_LB_2,,,True,True,True,proQ_virulence:dhfq_dproQ_LB,True,True
SRX4401083,11/28/18 16:16,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,SINGLE,ILLUMINA,NextSeq 500,SRR7533145,SRP154214,PRJNA481544,481544,SRS3555614,SAMN09681889,SRA741368,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5979287,GSE117255,GSM3290003,30602583,9681889,proQ/hfq double mutant,proQ/hfq double mutant,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,proQ_virulence,dhfq_dproQ_LB,WT_LB,del_hfq-proQ,LB,,,Aerobic,,37C,,,0.3,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,hfq-proQ,dual RNAseq,1,3,dhfq_dproQ_LB_3,,,True,True,True,proQ_virulence:dhfq_dproQ_LB,True,True
SRX4401084,11/28/18 16:16,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,SINGLE,ILLUMINA,NextSeq 500,SRR7533146,SRP154214,PRJNA481544,481544,SRS3555613,SAMN09681888,SRA741368,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5979288,GSE117255,GSM3290004,30602583,9681888,proQ/hfq double mutant,proQ/hfq double mutant,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,proQ_virulence,dhfq_dproQ_SPI-2,WT_LB,del_hfq-proQ,SPI-2,,,Aerobic,,37C,,,0.3,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,hfq-proQ,dual RNAseq,1,1,dhfq_dproQ_SPI-2_1,,,True,True,True,proQ_virulence:dhfq_dproQ_SPI-2,True,True
SRX4401085,11/28/18 16:16,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,SINGLE,ILLUMINA,NextSeq 500,SRR7533147,SRP154214,PRJNA481544,481544,SRS3555615,SAMN09681887,SRA741368,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5979289,GSE117255,GSM3290005,30602583,9681887,proQ/hfq double mutant,proQ/hfq double mutant,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,proQ_virulence,dhfq_dproQ_SPI-2,WT_LB,del_hfq-proQ,SPI-2,,,Aerobic,,37C,,,0.3,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,hfq-proQ,dual RNAseq,1,2,dhfq_dproQ_SPI-2_2,,,True,True,True,proQ_virulence:dhfq_dproQ_SPI-2,True,True
SRX4401086,11/28/18 16:16,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,SINGLE,ILLUMINA,NextSeq 500,SRR7533148,SRP154214,PRJNA481544,481544,SRS3555617,SAMN09681886,SRA741368,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5979290,GSE117255,GSM3290006,30602583,9681886,proQ/hfq double mutant,proQ/hfq double mutant,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,proQ_virulence,dhfq_dproQ_SPI-2,WT_LB,del_hfq-proQ,SPI-2,,,Aerobic,,37C,,,0.3,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,hfq-proQ,dual RNAseq,1,3,dhfq_dproQ_SPI-2_3,,,True,True,True,proQ_virulence:dhfq_dproQ_SPI-2,True,True
SRX4401087,11/28/18 16:16,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,SINGLE,ILLUMINA,NextSeq 500,SRR7533149,SRP154214,PRJNA481544,481544,SRS3555616,SAMN09681885,SRA741368,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5979291,GSE117255,GSM3290007,30602583,9681885,hfq mutant,hfq mutant,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,proQ_virulence,dhfq_LB,WT_LB,del_hfq,LB,,,Aerobic,,37C,,,0.3,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,hfq,dual RNAseq,1,1,dhfq_LB_1,,,True,True,True,proQ_virulence:dhfq_LB,True,True
SRX4401088,11/28/18 16:16,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,SINGLE,ILLUMINA,NextSeq 500,SRR7533150,SRP154214,PRJNA481544,481544,SRS3555618,SAMN09681884,SRA741368,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5979292,GSE117255,GSM3290008,30602583,9681884,hfq mutant,hfq mutant,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,proQ_virulence,dhfq_LB,WT_LB,del_hfq,LB,,,Aerobic,,37C,,,0.3,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,hfq,dual RNAseq,1,2,dhfq_LB_2,,,True,True,True,proQ_virulence:dhfq_LB,True,True
SRX4401089,11/28/18 16:16,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,SINGLE,ILLUMINA,NextSeq 500,SRR7533151,SRP154214,PRJNA481544,481544,SRS3555619,SAMN09681883,SRA741368,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5979293,GSE117255,GSM3290009,30602583,9681883,hfq mutant,hfq mutant,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,proQ_virulence,dhfq_LB,WT_LB,del_hfq,LB,,,Aerobic,,37C,,,0.3,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,hfq,dual RNAseq,1,3,dhfq_LB_3,,,True,True,True,proQ_virulence:dhfq_LB,True,True
SRX4401090,11/28/18 16:16,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,SINGLE,ILLUMINA,NextSeq 500,SRR7533152,SRP154214,PRJNA481544,481544,SRS3555620,SAMN09681882,SRA741368,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5979294,GSE117255,GSM3290010,30602583,9681882,hfq mutant,hfq mutant,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,proQ_virulence,dhfq_SPI-2,WT_LB,del_hfq,SPI-2,,,Aerobic,,37C,,,0.3,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,hfq,dual RNAseq,1,1,dhfq_SPI-2_1,,,True,True,True,proQ_virulence:dhfq_SPI-2,True,True
SRX4401091,11/28/18 16:16,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,SINGLE,ILLUMINA,NextSeq 500,SRR7533153,SRP154214,PRJNA481544,481544,SRS3555621,SAMN09681881,SRA741368,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5979295,GSE117255,GSM3290011,30602583,9681881,hfq mutant,hfq mutant,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,proQ_virulence,dhfq_SPI-2,WT_LB,del_hfq,SPI-2,,,Aerobic,,37C,,,0.3,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,hfq,dual RNAseq,1,2,dhfq_SPI-2_2,,,True,True,True,proQ_virulence:dhfq_SPI-2,True,True
SRX4401092,11/28/18 16:16,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,SINGLE,ILLUMINA,NextSeq 500,SRR7533154,SRP154214,PRJNA481544,481544,SRS3555622,SAMN09681880,SRA741368,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5979296,GSE117255,GSM3290012,30602583,9681880,hfq mutant,hfq mutant,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,proQ_virulence,dhfq_SPI-2,WT_LB,del_hfq,SPI-2,,,Aerobic,,37C,,,0.3,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,hfq,dual RNAseq,1,3,dhfq_SPI-2_3,,,True,True,True,proQ_virulence:dhfq_SPI-2,True,True
SRX4401093,11/28/18 16:16,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,SINGLE,ILLUMINA,NextSeq 500,SRR7533155,SRP154214,PRJNA481544,481544,SRS3555623,SAMN09681879,SRA741368,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5979297,GSE117255,GSM3290013,30602583,9681879,proQ mutant,proQ mutant,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,proQ_virulence,dproQ_LB,WT_LB,del_proQ,LB,,,Aerobic,,37C,,,0.3,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,proQ,dual RNAseq,1,1,dproQ_LB_1,,,True,True,True,proQ_virulence:dproQ_LB,True,True
SRX4401094,11/28/18 16:16,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,SINGLE,ILLUMINA,NextSeq 500,SRR7533156,SRP154214,PRJNA481544,481544,SRS3555624,SAMN09681878,SRA741368,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5979298,GSE117255,GSM3290014,30602583,9681878,proQ mutant,proQ mutant,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,proQ_virulence,dproQ_LB,WT_LB,del_proQ,LB,,,Aerobic,,37C,,,0.3,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,proQ,dual RNAseq,1,2,dproQ_LB_2,,,True,True,True,proQ_virulence:dproQ_LB,True,True
SRX4401095,11/28/18 16:16,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,SINGLE,ILLUMINA,NextSeq 500,SRR7533157,SRP154214,PRJNA481544,481544,SRS3555625,SAMN09681877,SRA741368,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5979299,GSE117255,GSM3290015,30602583,9681877,proQ mutant,proQ mutant,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,proQ_virulence,dproQ_LB,WT_LB,del_proQ,LB,,,Aerobic,,37C,,,0.3,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,proQ,dual RNAseq,1,3,dproQ_LB_3,,,True,True,True,proQ_virulence:dproQ_LB,True,True
SRX4401096,11/28/18 16:16,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,SINGLE,ILLUMINA,NextSeq 500,SRR7533158,SRP154214,PRJNA481544,481544,SRS3555626,SAMN09681876,SRA741368,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5979300,GSE117255,GSM3290016,30602583,9681876,proQ mutant,proQ mutant,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,proQ_virulence,dproQ_SPI-2,WT_LB,del_proQ,SPI-2,,,Aerobic,,37C,,,0.3,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,proQ,dual RNAseq,1,1,dproQ_SPI-2_1,,,True,True,True,proQ_virulence:dproQ_SPI-2,True,True
SRX4401097,11/28/18 16:16,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,SINGLE,ILLUMINA,NextSeq 500,SRR7533159,SRP154214,PRJNA481544,481544,SRS3555627,SAMN09681875,SRA741368,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5979301,GSE117255,GSM3290017,30602583,9681875,proQ mutant,proQ mutant,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,proQ_virulence,dproQ_SPI-2,WT_LB,del_proQ,SPI-2,,,Aerobic,,37C,,,0.3,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,proQ,dual RNAseq,1,2,dproQ_SPI-2_2,,,True,True,True,proQ_virulence:dproQ_SPI-2,True,True
SRX4401098,11/28/18 16:16,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,SINGLE,ILLUMINA,NextSeq 500,SRR7533160,SRP154214,PRJNA481544,481544,SRS3555628,SAMN09681874,SRA741368,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5979302,GSE117255,GSM3290018,30602583,9681874,proQ mutant,proQ mutant,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,proQ_virulence,dproQ_SPI-2,WT_LB,del_proQ,SPI-2,,,Aerobic,,37C,,,0.3,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,proQ,dual RNAseq,1,3,dproQ_SPI-2_3,,,True,True,True,proQ_virulence:dproQ_SPI-2,True,True
SRX4401099,11/28/18 16:16,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,SINGLE,ILLUMINA,NextSeq 500,SRR7533161,SRP154214,PRJNA481544,481544,SRS3555629,SAMN09681873,SRA741368,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5979303,GSE117255,GSM3290019,30602583,9681873,WT,wild type,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,proQ_virulence,WT_LB,WT_LB,WT,LB,,,Aerobic,,37C,,,0.3,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,WT,dual RNAseq,1,1,WT_LB_1,,,True,True,True,proQ_virulence:WT_LB,True,True
SRX4401100,11/28/18 16:16,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,SINGLE,ILLUMINA,NextSeq 500,SRR7533162,SRP154214,PRJNA481544,481544,SRS3555630,SAMN09681872,SRA741368,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5979304,GSE117255,GSM3290020,30602583,9681872,WT,wild type,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,proQ_virulence,WT_LB,WT_LB,WT,LB,,,Aerobic,,37C,,,0.3,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,WT,dual RNAseq,1,2,WT_LB_2,,,True,True,True,proQ_virulence:WT_LB,True,True
SRX4401101,11/28/18 16:16,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,SINGLE,ILLUMINA,NextSeq 500,SRR7533163,SRP154214,PRJNA481544,481544,SRS3555631,SAMN09681871,SRA741368,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5979305,GSE117255,GSM3290021,30602583,9681871,WT,wild type,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,proQ_virulence,WT_LB,WT_LB,WT,LB,,,Aerobic,,37C,,,0.3,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,WT,dual RNAseq,1,3,WT_LB_3,,,True,True,True,proQ_virulence:WT_LB,True,True
SRX4401102,11/28/18 16:16,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,SINGLE,ILLUMINA,NextSeq 500,SRR7533164,SRP154214,PRJNA481544,481544,SRS3555632,SAMN09681870,SRA741368,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5979306,GSE117255,GSM3290022,30602583,9681870,WT,wild type,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,proQ_virulence,WT_SPI-2,WT_LB,WT,SPI-2,,,Aerobic,,37C,,,0.3,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,WT,dual RNAseq,1,1,WT_SPI-2_1,,,True,True,True,proQ_virulence:WT_SPI-2,True,True
SRX4401103,11/28/18 16:16,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,SINGLE,ILLUMINA,NextSeq 500,SRR7533165,SRP154214,PRJNA481544,481544,SRS3555633,SAMN09681869,SRA741368,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5979307,GSE117255,GSM3290023,30602583,9681869,WT,wild type,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,proQ_virulence,WT_SPI-2,WT_LB,WT,SPI-2,,,Aerobic,,37C,,,0.3,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,WT,dual RNAseq,1,2,WT_SPI-2_2,,,True,True,True,proQ_virulence:WT_SPI-2,True,True
SRX4401104,11/28/18 16:16,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,SINGLE,ILLUMINA,NextSeq 500,SRR7533166,SRP154214,PRJNA481544,481544,SRS3555634,SAMN09681868,SRA741368,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5979308,GSE117255,GSM3290024,30602583,9681868,WT,wild type,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,proQ_virulence,WT_SPI-2,WT_LB,WT,SPI-2,,,Aerobic,,37C,,,0.3,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,WT,dual RNAseq,1,3,WT_SPI-2_3,,,True,True,True,proQ_virulence:WT_SPI-2,True,True
SRX4702827,9/25/18 18:30,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7852166,SRP161898,PRJNA491436,491436,SRS3789107,SAMN10077657,SRA776458,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6369105,GSE120043,GSM3392012,30355489,10077657,SL1344,del_ssrAB,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,ssrA_ssrB_TCS,ssrB_minus,ssrB_minus,del_ssrAB_ssrB-,LPM,,,Aerobic,,37C,5.8,Mid-log,0.4-0.5,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,ssrAB,,1,1,ssrB_minus_1,,,True,True,True,ssrA_ssrB_TCS:ssrB_minus,True,True
